,id,standard_drug_name,gene,dataset,cancer_type,pvalue,effect_size,provided_pvalue,provided_effect_size,n_mut,n_wt,provided_n_mut,provided_n_wt
7928,43545798,3-Cl-AHPC,PPP1R21,All,pancan,0.345982,0.942412,,,29,679,,
7929,43545799,3-Cl-AHPC,KLHDC4,All,pancan,0.266463,-1.11125,,,44,664,,
7930,43545800,3-Cl-AHPC,TRADD,All,pancan,0.436168,-0.778681,,,12,696,,
7931,43545801,3-Cl-AHPC,SNX14,All,pancan,0.948349,0.0647796,,,23,685,,
7932,43545802,3-Cl-AHPC,PRKCH,All,pancan,0.194833,1.29641,,,94,614,,
7933,43545803,3-Cl-AHPC,SSH1,All,pancan,0.319041,-0.99643,,,55,653,,
7934,43545804,3-Cl-AHPC,ABCG5,All,pancan,0.885909,-0.143483,,,45,663,,
7935,43545805,3-Cl-AHPC,TAF1C,All,pancan,0.462687,-0.734429,,,61,647,,
7936,43545806,3-Cl-AHPC,CNST,All,pancan,0.837405,-0.205214,,,32,676,,
7937,43545807,3-Cl-AHPC,FAM90A1,All,pancan,0.167813,-1.37927,,,40,668,,
7938,43545808,3-Cl-AHPC,ALG10B,All,pancan,0.205938,1.26481,,,60,648,,
7939,43545809,3-Cl-AHPC,TLR4,All,pancan,0.0673491,-1.82934,,,63,645,,
7940,43545810,3-Cl-AHPC,ELAPOR1,All,pancan,0.321838,0.990689,,,32,676,,
7941,43545811,3-Cl-AHPC,TCIRG1,All,pancan,0.885935,-0.14345,,,50,658,,
7942,43545812,3-Cl-AHPC,TPK1,All,pancan,0.483283,-0.701032,,,16,692,,
7943,43545813,3-Cl-AHPC,CPSF6,All,pancan,0.302398,-1.0313,,,13,695,,
7944,43545814,3-Cl-AHPC,INSR,All,pancan,0.487297,-0.694615,,,57,651,,
7945,43545815,3-Cl-AHPC,TLR7,All,pancan,0.0891369,1.69997,,,21,687,,
7946,43545816,3-Cl-AHPC,BMF,All,pancan,0.321788,-0.99079,,,12,696,,
7947,43545817,3-Cl-AHPC,UNC45A,All,pancan,0.424252,0.799067,,,40,668,,
7948,43545818,3-Cl-AHPC,BARD1,All,pancan,0.921385,0.0986895,,,40,668,,
7949,43545819,3-Cl-AHPC,FAM124A,All,pancan,0.351031,-0.932592,,,37,671,,
7950,43545820,3-Cl-AHPC,CLEC7A,All,pancan,0.43698,-0.777303,,,22,686,,
7951,43545821,3-Cl-AHPC,DEFB119,All,pancan,0.195456,1.29461,,,18,690,,
7952,43545822,3-Cl-AHPC,GSTM1,All,pancan,0.211351,1.24986,,,32,676,,
7953,43545823,3-Cl-AHPC,FOXC1,All,pancan,0.515788,-0.649851,,,24,684,,
7954,43545824,3-Cl-AHPC,LRRC74B,All,pancan,0.0567101,-1.90554,,,17,691,,
7955,43545825,3-Cl-AHPC,CLDN16,All,pancan,0.551807,-0.595055,,,11,697,,
7956,43545826,3-Cl-AHPC,OR6C65,All,pancan,0.717933,-0.361223,,,21,687,,
7957,43545827,3-Cl-AHPC,PCDHB15,All,pancan,0.516297,0.649065,,,48,660,,
7958,43545828,3-Cl-AHPC,AFTPH,All,pancan,0.59739,-0.528157,,,43,665,,
7959,43545829,3-Cl-AHPC,CDC45,All,pancan,0.395484,-0.849713,,,21,687,,
7960,43545830,3-Cl-AHPC,TRMT13,All,pancan,0.427307,-0.793808,,,18,690,,
7961,43545831,3-Cl-AHPC,ATP13A1,All,pancan,0.186136,-1.3221,,,39,669,,
7962,43545832,3-Cl-AHPC,SERPINE3,All,pancan,0.531927,-0.625067,,,27,681,,
7963,43545833,3-Cl-AHPC,GALNTL5,All,pancan,0.461474,0.736421,,,20,688,,
7964,43545834,3-Cl-AHPC,MAGEA10,All,pancan,0.848024,0.19164,,,16,692,,
7965,43545835,3-Cl-AHPC,TNFRSF13B,All,pancan,0.0393855,-2.06014,,,36,672,,
7966,43545836,3-Cl-AHPC,PLAU,All,pancan,0.222733,-1.21929,,,40,668,,
7967,43545837,3-Cl-AHPC,ATG13,All,pancan,0.36782,-0.900563,,,20,688,,
7968,43545838,3-Cl-AHPC,MKKS,All,pancan,0.973458,0.0332721,,,20,688,,
7969,43545839,3-Cl-AHPC,ALDOC,All,pancan,0.48293,-0.701598,,,17,691,,
7970,43545840,3-Cl-AHPC,EIF3A,All,pancan,0.309681,-1.01589,,,78,630,,
7971,43545841,3-Cl-AHPC,ATF2,All,pancan,0.381102,-0.875868,,,11,697,,
7972,43545842,3-Cl-AHPC,ZC3H8,All,pancan,0.908065,-0.115479,,,15,693,,
7973,43545843,3-Cl-AHPC,DHRS13,All,pancan,0.00290076,-2.97806,,,12,696,,
7974,43545844,3-Cl-AHPC,TMC6,All,pancan,0.436311,-0.778438,,,39,669,,
7975,43545845,3-Cl-AHPC,BRD9,All,pancan,0.0716517,-1.80132,,,27,681,,
7976,43545846,3-Cl-AHPC,SPAG6,All,pancan,0.758586,0.307339,,,29,679,,
7977,43545847,3-Cl-AHPC,PCDHB2,All,pancan,0.11156,1.59122,,,52,656,,
7978,43545848,3-Cl-AHPC,MLLT1,All,pancan,0.0379438,-2.07546,,,24,684,,
7979,43545849,3-Cl-AHPC,CDK13,All,pancan,0.286539,-1.06574,,,52,656,,
7980,43545850,3-Cl-AHPC,VPS35L,All,pancan,0.106624,-1.61356,,,38,670,,
7981,43545851,3-Cl-AHPC,CWF19L1,All,pancan,0.75506,-0.311974,,,29,679,,
7982,43545852,3-Cl-AHPC,SIRT5,All,pancan,0.217952,-1.23199,,,15,693,,
7983,43545853,3-Cl-AHPC,RAPGEF1,All,pancan,0.0723939,-1.79663,,,35,673,,
7984,43545854,3-Cl-AHPC,SYVN1,All,pancan,0.0412332,-2.04118,,,17,691,,
7985,43545855,3-Cl-AHPC,SLC1A7,All,pancan,0.710606,-0.371043,,,42,666,,
7986,43545856,3-Cl-AHPC,KCNH4,All,pancan,0.661504,0.437837,,,38,670,,
7987,43545857,3-Cl-AHPC,FAAP20,All,pancan,0.528228,-0.630714,,,11,697,,
7988,43545858,3-Cl-AHPC,IL27RA,All,pancan,0.843818,-0.197012,,,29,679,,
7989,43545859,3-Cl-AHPC,SEPTIN4,All,pancan,0.64416,-0.46189,,,53,655,,
7990,43545860,3-Cl-AHPC,CELSR2,All,pancan,0.0332564,-2.12897,,,112,596,,
7991,43545861,3-Cl-AHPC,SLC38A3,All,pancan,0.398623,-0.844083,,,15,693,,
7992,43545862,3-Cl-AHPC,BBS4,All,pancan,0.280536,-1.07912,,,22,686,,
7993,43545863,3-Cl-AHPC,USP18,All,pancan,0.0486564,1.97159,,,13,695,,
7994,43545864,3-Cl-AHPC,ARPC1B,All,pancan,0.0333282,-2.12811,,,18,690,,
7995,43545865,3-Cl-AHPC,HSDL1,All,pancan,0.93183,-0.0855428,,,13,695,,
7996,43545866,3-Cl-AHPC,MTNR1B,All,pancan,0.621239,-0.494096,,,38,670,,
7997,43545867,3-Cl-AHPC,PSD2,All,pancan,0.802791,-0.249737,,,33,675,,
7998,43545868,3-Cl-AHPC,PRRX2,All,pancan,0.730678,-0.344224,,,13,695,,
7999,43545869,3-Cl-AHPC,TXNDC2,All,pancan,0.584991,-0.546109,,,33,675,,
8000,43545870,3-Cl-AHPC,RINL,All,pancan,0.168409,-1.37734,,,16,692,,
8001,43545871,3-Cl-AHPC,COL4A1,All,pancan,0.849351,0.189946,,,71,637,,
8002,43545872,3-Cl-AHPC,SPG7,All,pancan,0.546934,-0.602361,,,58,650,,
8003,43545873,3-Cl-AHPC,GPS1,All,pancan,0.228381,-1.20454,,,17,691,,
8004,43545874,3-Cl-AHPC,DDX23,All,pancan,0.108014,-1.60719,,,12,696,,
8005,43545875,3-Cl-AHPC,VMO1,All,pancan,0.358571,0.918092,,,15,693,,
8006,43545876,3-Cl-AHPC,FKRP,All,pancan,0.314986,-1.00482,,,20,688,,
8007,43545877,3-Cl-AHPC,PODXL2,All,pancan,0.891979,0.135801,,,26,682,,
8008,43545878,3-Cl-AHPC,DOLPP1,All,pancan,0.556783,-0.587626,,,11,697,,
8009,43545879,3-Cl-AHPC,WBP1L,All,pancan,0.0313445,-2.15267,,,14,694,,
8010,43545880,3-Cl-AHPC,RABGGTA,All,pancan,0.319867,0.99473,,,11,697,,
8011,43545881,3-Cl-AHPC,ZNF791,All,pancan,0.500419,-0.673831,,,16,692,,
8012,43545882,3-Cl-AHPC,ARL6IP6,All,pancan,0.373076,-0.890726,,,11,697,,
8013,43545883,3-Cl-AHPC,ST3GAL2,All,pancan,0.136634,-1.48844,,,13,695,,
8014,43545884,3-Cl-AHPC,NDUFC2-KCTD14,All,pancan,0.0757743,-1.77575,,,36,672,,
8015,43545885,3-Cl-AHPC,EGFR,All,pancan,0.0351385,-2.10676,,,77,631,,
8016,43545886,3-Cl-AHPC,LSM14B,All,pancan,0.685336,0.405193,,,14,694,,
8017,43545887,3-Cl-AHPC,CCNH,All,pancan,0.485368,-0.697695,,,28,680,,
8018,43545888,3-Cl-AHPC,SYNGAP1,All,pancan,0.663279,-0.435391,,,38,670,,
8019,43545889,3-Cl-AHPC,TREH,All,pancan,0.541916,0.609919,,,53,655,,
8020,43545890,3-Cl-AHPC,PRICKLE1,All,pancan,0.190905,1.30791,,,56,652,,
8021,43545891,3-Cl-AHPC,HSPA12B,All,pancan,0.426496,-0.795202,,,20,688,,
8022,43545892,3-Cl-AHPC,TNFRSF4,All,pancan,0.10708,-1.61146,,,12,696,,
8023,43545893,3-Cl-AHPC,WARS1,All,pancan,0.315184,1.0044,,,14,694,,
8024,43545894,3-Cl-AHPC,FAM102A,All,pancan,0.553376,-0.592708,,,15,693,,
8025,43545895,3-Cl-AHPC,LRRC71,All,pancan,0.0362225,-2.09442,,,30,678,,
8026,43545896,3-Cl-AHPC,AHCTF1,All,pancan,0.662545,0.436402,,,82,626,,
8027,43545897,3-Cl-AHPC,SERINC2,All,pancan,0.138444,-1.48161,,,32,676,,
8028,43545898,3-Cl-AHPC,ATMIN,All,pancan,0.425645,0.796666,,,52,656,,
8029,43545899,3-Cl-AHPC,FAM131A,All,pancan,0.491811,-0.687431,,,16,692,,
8030,43545900,3-Cl-AHPC,ABAT,All,pancan,0.851134,0.187672,,,25,683,,
8031,43545901,3-Cl-AHPC,ITGA4,All,pancan,0.698932,-0.386763,,,45,663,,
8032,43545902,3-Cl-AHPC,HERPUD2,All,pancan,0.476605,0.711774,,,12,696,,
8033,43545903,3-Cl-AHPC,SPACA1,All,pancan,0.495714,0.681249,,,16,692,,
8034,43545904,3-Cl-AHPC,LZTS2,All,pancan,0.510474,-0.6581,,,32,676,,
8035,43545905,3-Cl-AHPC,CPNE8,All,pancan,0.990646,-0.0117238,,,26,682,,
8036,43545906,3-Cl-AHPC,TOPAZ1,All,pancan,0.398545,0.844222,,,48,660,,
8037,43545907,3-Cl-AHPC,ITK,All,pancan,0.205819,-1.26514,,,35,673,,
8038,43545908,3-Cl-AHPC,CACNB4,All,pancan,0.671142,-0.424581,,,32,676,,
8039,43545909,3-Cl-AHPC,WDR86,All,pancan,0.4351,-0.780494,,,27,681,,
8040,43545910,3-Cl-AHPC,PSG8,All,pancan,0.227902,1.20578,,,56,652,,
8041,43545911,3-Cl-AHPC,CCDC17,All,pancan,0.150479,1.43784,,,33,675,,
8042,43545912,3-Cl-AHPC,CACNA1A,All,pancan,0.536036,0.618819,,,84,624,,
8043,43545913,3-Cl-AHPC,ADRA2A,All,pancan,0.390889,-0.858006,,,24,684,,
8044,43545914,3-Cl-AHPC,OR6A2,All,pancan,0.928276,0.0900146,,,22,686,,
8045,43545915,3-Cl-AHPC,GSPT2,All,pancan,0.717665,-0.361581,,,12,696,,
8046,43545916,3-Cl-AHPC,CTH,All,pancan,0.332003,0.970088,,,14,694,,
8047,43545917,3-Cl-AHPC,PPP2R5A,All,pancan,0.617962,0.498741,,,17,691,,
8048,43545918,3-Cl-AHPC,WDR70,All,pancan,0.976111,0.0299448,,,20,688,,
8049,43545919,3-Cl-AHPC,RAC1,All,pancan,0.432272,-0.785309,,,14,694,,
8050,43545920,3-Cl-AHPC,COL24A1,All,pancan,0.244348,-1.16419,,,112,596,,
8051,43545921,3-Cl-AHPC,FOXP1,All,pancan,0.00500586,-2.80666,,,32,676,,
8052,43545922,3-Cl-AHPC,LSR,All,pancan,0.669426,0.426936,,,29,679,,
8053,43545923,3-Cl-AHPC,PHC2,All,pancan,0.110032,-1.59805,,,31,677,,
8054,43545924,3-Cl-AHPC,PIGS,All,pancan,0.430037,-0.789129,,,27,681,,
8055,43545925,3-Cl-AHPC,NDRG2,All,pancan,0.610429,-0.509461,,,14,694,,
8056,43545926,3-Cl-AHPC,EIF4A1,All,pancan,0.134126,-1.49803,,,14,694,,
8057,43545927,3-Cl-AHPC,B4GALNT4,All,pancan,0.431149,-0.787226,,,62,646,,
8058,43545928,3-Cl-AHPC,RIC3,All,pancan,0.0674414,1.82872,,,24,684,,
8059,43545929,3-Cl-AHPC,CCDC144A,All,pancan,0.0714194,-1.8028,,,31,677,,
8060,43545930,3-Cl-AHPC,MAGEB18,All,pancan,0.191359,1.30657,,,17,691,,
8061,43545931,3-Cl-AHPC,SCN10A,All,pancan,0.275777,1.08985,,,111,597,,
8062,43545932,3-Cl-AHPC,FRMPD2,All,pancan,0.283475,1.07255,,,67,641,,
8063,43545933,3-Cl-AHPC,PAMR1,All,pancan,0.0633174,-1.85696,,,50,658,,
8064,43545934,3-Cl-AHPC,MLST8,All,pancan,0.412308,-0.819839,,,15,693,,
8065,43545935,3-Cl-AHPC,IRF7,All,pancan,0.00387504,-2.88816,,,21,687,,
8066,43545936,3-Cl-AHPC,ABCD3,All,pancan,0.302705,1.03065,,,12,696,,
8067,43545937,3-Cl-AHPC,E2F3,All,pancan,0.267935,1.10783,,,18,690,,
8068,43545938,3-Cl-AHPC,GRK3,All,pancan,0.472509,-0.718403,,,17,691,,
8069,43545939,3-Cl-AHPC,NKTR,All,pancan,0.634808,-0.47497,,,47,661,,
8070,43545940,3-Cl-AHPC,ACOX2,All,pancan,0.0745365,-1.78331,,,29,679,,
8071,43545941,3-Cl-AHPC,DYNC2H1,All,pancan,0.814644,-0.234439,,,127,581,,
8072,43545942,3-Cl-AHPC,FPR3,All,pancan,0.909931,-0.113125,,,20,688,,
8073,43545943,3-Cl-AHPC,SPATA31A6,All,pancan,0.15551,1.42034,,,89,619,,
8074,43545944,3-Cl-AHPC,SDR42E2,All,pancan,0.352558,-0.929639,,,10,698,,
8075,43545945,3-Cl-AHPC,GMPR2,All,pancan,0.281106,1.07784,,,13,695,,
8076,43545946,3-Cl-AHPC,AHI1,All,pancan,0.00253983,-3.01856,,,75,633,,
8077,43545947,3-Cl-AHPC,OAS3,All,pancan,0.765886,0.29776,,,84,624,,
8078,43545948,3-Cl-AHPC,ZNF106,All,pancan,0.0111062,-2.53934,,,80,628,,
8079,43545949,3-Cl-AHPC,SELENON,All,pancan,0.480822,-0.704981,,,32,676,,
8080,43545950,3-Cl-AHPC,ABCB4,All,pancan,0.809693,-0.240823,,,60,648,,
8081,43545951,3-Cl-AHPC,FBXO39,All,pancan,0.628176,-0.484295,,,36,672,,
8082,43545952,3-Cl-AHPC,KRTAP10-3,All,pancan,0.58227,-0.550072,,,25,683,,
8083,43545953,3-Cl-AHPC,HTT,All,pancan,0.562189,0.579593,,,117,591,,
8084,43545954,3-Cl-AHPC,CCNL2,All,pancan,0.879836,-0.151177,,,43,665,,
8085,43545955,3-Cl-AHPC,GAS2,All,pancan,0.748907,0.320081,,,19,689,,
8086,43545956,3-Cl-AHPC,ZNF845,All,pancan,0.220927,-1.22407,,,40,668,,
8087,43545957,3-Cl-AHPC,CDIN1,All,pancan,0.837386,-0.205238,,,19,689,,
8088,43545958,3-Cl-AHPC,PROSER1,All,pancan,0.0565104,-1.90708,,,38,670,,
8089,43545959,3-Cl-AHPC,NAPG,All,pancan,0.848013,0.191654,,,25,683,,
8090,43545960,3-Cl-AHPC,ANKRD24,All,pancan,0.345847,-0.942675,,,61,647,,
8091,43545961,3-Cl-AHPC,UXS1,All,pancan,0.805164,-0.24667,,,17,691,,
8092,43545962,3-Cl-AHPC,PER2,All,pancan,0.996517,-0.00436537,,,68,640,,
8093,43545963,3-Cl-AHPC,PAK2,All,pancan,0.256556,-1.13457,,,12,696,,
8094,43545964,3-Cl-AHPC,SYNJ2,All,pancan,0.0325966,-2.13702,,,89,619,,
8095,43545965,3-Cl-AHPC,PMM1,All,pancan,0.287529,-1.06356,,,15,693,,
8096,43545966,3-Cl-AHPC,FHOD3,All,pancan,0.241019,-1.17244,,,60,648,,
8097,43545967,3-Cl-AHPC,USP2,All,pancan,0.553759,0.592137,,,40,668,,
8098,43545968,3-Cl-AHPC,LDHAL6B,All,pancan,0.926292,0.092511,,,15,693,,
8099,43545969,3-Cl-AHPC,EGR2,All,pancan,0.606096,-0.515654,,,19,689,,
8100,43545970,3-Cl-AHPC,KHDRBS1,All,pancan,0.0809938,-1.74495,,,15,693,,
8101,43545971,3-Cl-AHPC,CD247,All,pancan,0.685569,-0.404875,,,11,697,,
8102,43545972,3-Cl-AHPC,PKD1L2,All,pancan,0.991563,0.0105744,,,73,635,,
8103,43545973,3-Cl-AHPC,CPTP,All,pancan,0.157674,1.41294,,,21,687,,
8104,43545974,3-Cl-AHPC,NUBPL,All,pancan,0.0616578,-1.86875,,,19,689,,
8105,43545975,3-Cl-AHPC,OR52E6,All,pancan,0.371022,-0.894561,,,24,684,,
8106,43545976,3-Cl-AHPC,DDRGK1,All,pancan,0.820039,-0.227495,,,16,692,,
8107,43545977,3-Cl-AHPC,C8orf86,All,pancan,0.467432,0.726664,,,47,661,,
8108,43545978,3-Cl-AHPC,GLA,All,pancan,0.916576,-0.104748,,,11,697,,
8109,43545979,3-Cl-AHPC,ANGPTL3,All,pancan,0.267327,1.10924,,,30,678,,
8110,43545980,3-Cl-AHPC,C8orf33,All,pancan,0.463481,0.733127,,,12,696,,
8111,43545981,3-Cl-AHPC,NIT1,All,pancan,0.206461,-1.26336,,,17,691,,
8112,43545982,3-Cl-AHPC,SDR16C5,All,pancan,0.918257,0.102629,,,17,691,,
8113,43545983,3-Cl-AHPC,PSKH1,All,pancan,0.204767,-1.26809,,,13,695,,
8114,43545984,3-Cl-AHPC,ADAM11,All,pancan,0.545954,0.603835,,,25,683,,
8115,43545985,3-Cl-AHPC,KIF18B,All,pancan,0.0582893,-1.89352,,,58,650,,
8116,43545986,3-Cl-AHPC,HROB,All,pancan,0.105428,-1.61909,,,43,665,,
8117,43545987,3-Cl-AHPC,SLC15A4,All,pancan,0.290032,-1.05805,,,20,688,,
8118,43545988,3-Cl-AHPC,ZNF439,All,pancan,0.285345,-1.06839,,,39,669,,
8119,43545989,3-Cl-AHPC,PNLIPRP3,All,pancan,0.19587,1.29341,,,37,671,,
8120,43545990,3-Cl-AHPC,VPREB1,All,pancan,0.880128,0.150807,,,11,697,,
8121,43545991,3-Cl-AHPC,OR8B4,All,pancan,0.496223,0.680445,,,23,685,,
8122,43545992,3-Cl-AHPC,ZXDC,All,pancan,0.383766,0.870979,,,35,673,,
8123,43545993,3-Cl-AHPC,HSD11B1,All,pancan,0.144972,1.45752,,,10,698,,
8124,43545994,3-Cl-AHPC,PAQR4,All,pancan,0.131309,-1.50896,,,12,696,,
8125,43545995,3-Cl-AHPC,HS6ST2,All,pancan,0.0919767,-1.68506,,,25,683,,
8126,43545996,3-Cl-AHPC,PLA2G4D,All,pancan,0.0964107,-1.66251,,,108,600,,
8127,43545997,3-Cl-AHPC,RNF149,All,pancan,0.323685,-0.986914,,,29,679,,
8128,43545998,3-Cl-AHPC,BDH1,All,pancan,0.098725,-1.65107,,,17,691,,
8129,43545999,3-Cl-AHPC,DNASE1,All,pancan,0.0498964,-1.96085,,,33,675,,
8130,43546000,3-Cl-AHPC,PHKA1,All,pancan,0.434747,0.781094,,,29,679,,
8131,43546001,3-Cl-AHPC,EFR3A,All,pancan,0.81392,-0.235372,,,45,663,,
8132,43546002,3-Cl-AHPC,SEMA4F,All,pancan,0.624354,-0.48969,,,43,665,,
8133,43546003,3-Cl-AHPC,CLCN1,All,pancan,0.546865,-0.602465,,,63,645,,
8134,43546004,3-Cl-AHPC,DIAPH2,All,pancan,0.482591,0.702141,,,33,675,,
8135,43546005,3-Cl-AHPC,ELL3,All,pancan,0.578084,-0.556186,,,21,687,,
8136,43546006,3-Cl-AHPC,GATB,All,pancan,0.212696,-1.24619,,,13,695,,
8137,43546007,3-Cl-AHPC,SPON2,All,pancan,0.316985,1.00067,,,11,697,,
8138,43546008,3-Cl-AHPC,TASOR2,All,pancan,0.318687,0.997159,,,109,599,,
8139,43546009,3-Cl-AHPC,ZFX,All,pancan,0.861443,0.174538,,,19,689,,
8140,43546010,3-Cl-AHPC,SIRT2,All,pancan,0.17555,1.35458,,,17,691,,
8141,43546011,3-Cl-AHPC,CCND2,All,pancan,0.560306,-0.582387,,,10,698,,
8142,43546012,3-Cl-AHPC,UTP15,All,pancan,0.414491,0.816015,,,16,692,,
8143,43546013,3-Cl-AHPC,USP41,All,pancan,0.204665,-1.26837,,,14,694,,
8144,43546014,3-Cl-AHPC,COLGALT1,All,pancan,0.371404,-0.893847,,,15,693,,
8145,43546015,3-Cl-AHPC,CA6,All,pancan,0.997894,0.0026397,,,14,694,,
8146,43546016,3-Cl-AHPC,SLCO3A1,All,pancan,0.60213,-0.521339,,,19,689,,
8147,43546017,3-Cl-AHPC,PPP1R8,All,pancan,0.0652261,1.84371,,,10,698,,
8148,43546018,3-Cl-AHPC,ZNF540,All,pancan,0.378191,0.881234,,,27,681,,
8149,43546019,3-Cl-AHPC,GOLGA6L7,All,pancan,0.653934,-0.448304,,,44,664,,
8150,43546020,3-Cl-AHPC,ZNF211,All,pancan,0.787151,-0.270012,,,30,678,,
8151,43546021,3-Cl-AHPC,UMODL1,All,pancan,0.922655,-0.0970897,,,77,631,,
8152,43546022,3-Cl-AHPC,ITPRID2,All,pancan,0.033745,-2.12311,,,62,646,,
8153,43546023,3-Cl-AHPC,P2RY6,All,pancan,0.880866,-0.149871,,,13,695,,
8154,43546024,3-Cl-AHPC,MPL,All,pancan,0.857337,0.179766,,,26,682,,
8155,43546025,3-Cl-AHPC,PLXNB1,All,pancan,0.14685,-1.45075,,,71,637,,
8156,43546026,3-Cl-AHPC,THRAP3,All,pancan,0.234088,-1.18989,,,41,667,,
8157,43546027,3-Cl-AHPC,HYAL4,All,pancan,0.527743,0.631456,,,46,662,,
8158,43546028,3-Cl-AHPC,XKRX,All,pancan,0.734757,-0.338805,,,12,696,,
8159,43546029,3-Cl-AHPC,PPP2R1A,All,pancan,0.369937,0.896591,,,24,684,,
8160,43546030,3-Cl-AHPC,OPA1,All,pancan,0.210593,-1.25194,,,51,657,,
8161,43546031,3-Cl-AHPC,LRRC14,All,pancan,0.849711,0.189487,,,27,681,,
8162,43546032,3-Cl-AHPC,CYB5RL,All,pancan,0.351304,0.932063,,,17,691,,
8163,43546033,3-Cl-AHPC,PTPRA,All,pancan,0.663125,-0.435603,,,24,684,,
8164,43546034,3-Cl-AHPC,SHB,All,pancan,0.297591,-1.04161,,,29,679,,
8165,43546035,3-Cl-AHPC,SCLY,All,pancan,0.849171,-0.190177,,,32,676,,
8166,43546036,3-Cl-AHPC,CYP4V2,All,pancan,0.0192928,-2.33983,,,31,677,,
8167,43546037,3-Cl-AHPC,FAM110B,All,pancan,0.693161,-0.394569,,,18,690,,
8168,43546038,3-Cl-AHPC,TMEM120A,All,pancan,0.0344813,-2.1144,,,17,691,,
8169,43546039,3-Cl-AHPC,NHSL1,All,pancan,0.412093,-0.820216,,,61,647,,
8170,43546040,3-Cl-AHPC,SYNPO2L,All,pancan,0.0242364,-2.25336,,,34,674,,
8171,43546041,3-Cl-AHPC,WDR55,All,pancan,0.0629737,-1.85938,,,31,677,,
8172,43546042,3-Cl-AHPC,RHBDD2,All,pancan,0.0110976,2.53961,,,12,696,,
8173,43546043,3-Cl-AHPC,HTR3D,All,pancan,0.823184,0.223451,,,28,680,,
8174,43546044,3-Cl-AHPC,BRD4,All,pancan,0.891111,0.136898,,,35,673,,
8175,43546045,3-Cl-AHPC,CYC1,All,pancan,0.914448,-0.10743,,,17,691,,
8176,43546046,3-Cl-AHPC,POTEC,All,pancan,0.627586,-0.485127,,,38,670,,
8177,43546047,3-Cl-AHPC,CEP152,All,pancan,0.115862,1.57238,,,155,553,,
8178,43546048,3-Cl-AHPC,NPPB,All,pancan,0.705797,-0.377507,,,17,691,,
8179,43546049,3-Cl-AHPC,IL6R,All,pancan,0.881947,0.148502,,,26,682,,
8180,43546050,3-Cl-AHPC,CRTAP,All,pancan,0.192813,-1.3023,,,13,695,,
8181,43546051,3-Cl-AHPC,HMGCL,All,pancan,0.519484,-0.644141,,,19,689,,
8182,43546052,3-Cl-AHPC,DGKB,All,pancan,0.493925,0.68408,,,55,653,,
8183,43546053,3-Cl-AHPC,ZRANB3,All,pancan,0.0872971,-1.70983,,,119,589,,
8184,43546054,3-Cl-AHPC,LRP8,All,pancan,0.767075,-0.296203,,,19,689,,
8185,43546055,3-Cl-AHPC,SPAG9,All,pancan,0.932251,0.0850129,,,43,665,,
8186,43546056,3-Cl-AHPC,FAM71B,All,pancan,0.444271,-0.765001,,,86,622,,
8187,43546057,3-Cl-AHPC,DDX42,All,pancan,0.59218,0.53568,,,20,688,,
8188,43546058,3-Cl-AHPC,CCDC197,All,pancan,0.862841,-0.172759,,,21,687,,
8189,43546059,3-Cl-AHPC,KMT2C,All,pancan,0.49966,-0.675025,,,134,574,,
8190,43546060,3-Cl-AHPC,SPRY1,All,pancan,0.505173,0.666373,,,11,697,,
8191,43546061,3-Cl-AHPC,KDM8,All,pancan,0.05981,-1.88219,,,25,683,,
8192,43546062,3-Cl-AHPC,SUN5,All,pancan,0.915467,-0.106145,,,32,676,,
8193,43546063,3-Cl-AHPC,ZNF26,All,pancan,0.507979,0.661987,,,17,691,,
8194,43546064,3-Cl-AHPC,SLC35B3,All,pancan,0.608427,0.512319,,,15,693,,
8195,43546065,3-Cl-AHPC,PRDM4,All,pancan,0.362308,-0.910976,,,27,681,,
8196,43546066,3-Cl-AHPC,CCDC141,All,pancan,0.828111,-0.217126,,,51,657,,
8197,43546067,3-Cl-AHPC,TP53TG5,All,pancan,0.187218,1.31885,,,32,676,,
8198,43546068,3-Cl-AHPC,RTF1,All,pancan,0.47212,0.719034,,,15,693,,
8199,43546069,3-Cl-AHPC,MAP3K14,All,pancan,0.917667,-0.103373,,,29,679,,
8200,43546070,3-Cl-AHPC,IGLL1,All,pancan,0.209957,1.25368,,,15,693,,
8201,43546071,3-Cl-AHPC,ATP13A5,All,pancan,0.679508,-0.413135,,,50,658,,
8202,43546072,3-Cl-AHPC,ZNF117,All,pancan,0.646396,-0.458774,,,18,690,,
8203,43546073,3-Cl-AHPC,ATG14,All,pancan,0.935294,0.0811862,,,30,678,,
8204,43546074,3-Cl-AHPC,LARP1,All,pancan,0.853018,-0.185269,,,41,667,,
8205,43546075,3-Cl-AHPC,TAFA2,All,pancan,0.734757,-0.338805,,,12,696,,
8206,43546076,3-Cl-AHPC,ZNF501,All,pancan,0.325072,-0.984089,,,18,690,,
8207,43546077,3-Cl-AHPC,ENTPD3,All,pancan,0.293421,-1.05065,,,41,667,,
8208,43546078,3-Cl-AHPC,TCF19,All,pancan,0.447029,-0.760378,,,16,692,,
8209,43546079,3-Cl-AHPC,KLHL11,All,pancan,0.113709,-1.58174,,,26,682,,
8210,43546080,3-Cl-AHPC,PRR36,All,pancan,0.762581,-0.302094,,,10,698,,
8211,43546081,3-Cl-AHPC,ARMH4,All,pancan,0.516745,-0.64837,,,32,676,,
8212,43546082,3-Cl-AHPC,ACRV1,All,pancan,0.481528,0.703847,,,10,698,,
